"Nu_Tilde"	"Pressure_Coefficient"	"Density"	"Laminar_Viscosity"	"Skin_Friction_Coefficient:0"	"Skin_Friction_Coefficient:1"	"Skin_Friction_Coefficient:2"	"Heat_Flux"	"Y_Plus"	"Eddy_Viscosity"	"Pressure"	"Velocity:0"	"Velocity:1"	"Velocity:2"	"vorticity:0"	"vorticity:1"	"vorticity:2"	"velocity_magnitude"	"vorticity_magnitude"	"Points:0"	"Points:1"	"Points:2"
1.30643079e-08	-1.79220319e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.75802281e-14	-8.96101594e-02	7.44079612e-03	-5.80444525e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	-9.15559629e+03	7.46340156e-03	9.15559629e+03	5.70710003e-01	4.71512638e-02	0.00000000e+00
0.00000000e+00	-1.79220334e-01	1.00000000e+00	1.66666567e-07	3.04184132e-03	-2.37233558e-04	0.00000000e+00	-0.00000000e+00	1.91084340e-01	0.00000000e+00	-8.96101668e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	-9.16584996e+03	0.00000000e+00	9.16584996e+03	5.70709944e-01	4.71504517e-02	0.00000000e+00
2.71529004e-08	-1.79220304e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	3.28049328e-13	-8.96101519e-02	1.54659431e-02	-1.20646623e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-9.15389034e+03	1.55129287e-02	9.15389034e+03	5.70710123e-01	4.71521392e-02	0.00000000e+00
4.23457074e-08	-1.79220334e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.94042677e-12	-8.96101668e-02	2.41209995e-02	-1.88161863e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-9.15534046e+03	2.41942784e-02	9.15534046e+03	5.70710182e-01	4.71530855e-02	0.00000000e+00
5.87287410e-08	-1.79220319e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.17842496e-12	-8.96101594e-02	3.34549733e-02	-2.60972301e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-9.15751240e+03	3.35566072e-02	9.15751240e+03	5.70710242e-01	4.71541062e-02	0.00000000e+00
7.63945280e-08	-1.79220304e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.05499888e-11	-8.96101519e-02	4.35204618e-02	-3.39487987e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-9.16078516e+03	4.36526723e-02	9.16078516e+03	5.70710361e-01	4.71552014e-02	0.00000000e+00
9.54425872e-08	-1.79220319e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	5.00519071e-11	-8.96101594e-02	5.43736964e-02	-4.24147351e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-9.15071048e+03	5.45388757e-02	9.15071048e+03	5.70710421e-01	4.71563898e-02	0.00000000e+00
1.15979965e-07	-1.79220334e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.09094470e-10	-8.96101668e-02	6.60744011e-02	-5.15415939e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-9.15668976e+03	6.62751224e-02	9.15668976e+03	5.70710540e-01	4.71576676e-02	0.00000000e+00
1.38121678e-07	-1.79220289e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.19299023e-10	-8.96101445e-02	7.86853954e-02	-6.13783579e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-9.16440652e+03	7.89244226e-02	9.16440652e+03	5.70710659e-01	4.71590422e-02	0.00000000e+00
1.61991309e-07	-1.79220289e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	4.14508622e-10	-8.96101445e-02	9.22716260e-02	-7.19756400e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-9.14474005e+03	9.25519200e-02	9.14474005e+03	5.70710778e-01	4.71605249e-02	0.00000000e+00
