"Nu_Tilde"	"Pressure_Coefficient"	"Density"	"Laminar_Viscosity"	"Skin_Friction_Coefficient:0"	"Skin_Friction_Coefficient:1"	"Skin_Friction_Coefficient:2"	"Heat_Flux"	"Y_Plus"	"Eddy_Viscosity"	"Pressure"	"Velocity:0"	"Velocity:1"	"Velocity:2"	"vorticity:0"	"vorticity:1"	"vorticity:2"	"velocity_magnitude"	"vorticity_magnitude"	"Points:0"	"Points:1"	"Points:2"
1.23264883e-08	-1.07708901e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.39327357e-14	-5.38544506e-02	6.60805870e-03	-6.47490844e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	-8.13777813e+03	6.63970513e-03	8.13777813e+03	6.98750079e-01	3.58326621e-02	0.00000000e+00
0.00000000e+00	-1.07708924e-01	1.00000000e+00	1.66666567e-07	2.70075514e-03	-2.64597911e-04	0.00000000e+00	-0.00000000e+00	1.80253610e-01	0.00000000e+00	-5.38544618e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	-8.15648276e+03	0.00000000e+00	8.15648276e+03	6.98750019e-01	3.58318537e-02	0.00000000e+00
2.56321488e-08	-1.07708916e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.60504427e-13	-5.38544580e-02	1.37420455e-02	-1.34650758e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-8.14303130e+03	1.38078564e-02	8.14303130e+03	6.98750198e-01	3.58335413e-02	0.00000000e+00
3.99943367e-08	-1.07708901e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.54403346e-12	-5.38544506e-02	2.14434396e-02	-2.10111495e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-8.14849211e+03	2.15461316e-02	8.14849211e+03	6.98750257e-01	3.58344838e-02	0.00000000e+00
5.54963613e-08	-1.07708901e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	5.72390919e-12	-5.38544506e-02	2.97569260e-02	-2.91568856e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-8.14030816e+03	2.98994295e-02	8.14030816e+03	6.98750377e-01	3.58355083e-02	0.00000000e+00
7.22279339e-08	-1.07708909e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.64210676e-11	-5.38544543e-02	3.87305319e-02	-3.79493251e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-8.14949010e+03	3.89160072e-02	8.14949010e+03	6.98750496e-01	3.58366072e-02	0.00000000e+00
9.02856314e-08	-1.07708909e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	4.00830827e-11	-5.38544543e-02	4.84157316e-02	-4.74388804e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-8.14829330e+03	4.86475852e-02	8.14829330e+03	6.98750615e-01	3.58377956e-02	0.00000000e+00
1.09773417e-07	-1.07708901e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	8.75631928e-11	-5.38544506e-02	5.88674210e-02	-5.76793170e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-8.15286162e+03	5.91493220e-02	8.15286162e+03	6.98750734e-01	3.58390808e-02	0.00000000e+00
1.30803144e-07	-1.07708886e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.76427414e-10	-5.38544431e-02	7.01436698e-02	-6.87274989e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-8.15516649e+03	7.04795652e-02	8.15516649e+03	6.98750854e-01	3.58404592e-02	0.00000000e+00
1.53495137e-07	-1.07708864e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	3.34280520e-10	-5.38544320e-02	8.23051259e-02	-8.06428026e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	-8.14542330e+03	8.26992525e-02	8.14542330e+03	6.98750973e-01	3.58419530e-02	0.00000000e+00
