"Nu_Tilde"	"Pressure_Coefficient"	"Density"	"Laminar_Viscosity"	"Skin_Friction_Coefficient:0"	"Skin_Friction_Coefficient:1"	"Skin_Friction_Coefficient:2"	"Heat_Flux"	"Y_Plus"	"Eddy_Viscosity"	"Pressure"	"Velocity:0"	"Velocity:1"	"Velocity:2"	"vorticity:0"	"vorticity:1"	"vorticity:2"	"velocity_magnitude"	"vorticity_magnitude"	"Points:0"	"Points:1"	"Points:2"
1.82862383e-08	-2.30591193e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	6.74800385e-14	-1.15295596e-01	1.32784182e-02	-6.24712603e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.78202911e+04	1.46745690e-02	1.78202911e+04	2.53797378e-02	-2.62015499e-02	0.00000000e+00
0.00000000e+00	-2.30591238e-01	1.00000000e+00	1.66666567e-07	5.37667703e-03	-2.52935081e-03	0.00000000e+00	-0.00000000e+00	2.69226670e-01	0.00000000e+00	-1.15295619e-01	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.78270727e+04	0.00000000e+00	1.78270727e+04	2.53800936e-02	-2.62008067e-02	0.00000000e+00
3.87247923e-08	-2.30591133e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.35712752e-12	-1.15295567e-01	2.81113610e-02	-1.32255321e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.77943543e+04	3.10670777e-02	1.77943543e+04	2.53793411e-02	-2.62023807e-02	0.00000000e+00
6.15150739e-08	-2.30591059e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	8.64061513e-12	-1.15295529e-01	4.46482375e-02	-2.10054927e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.77631509e+04	4.93426371e-02	1.77631509e+04	2.53788978e-02	-2.62033083e-02	0.00000000e+00
8.68726033e-08	-2.30590999e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	3.43588803e-11	-1.15295500e-01	6.30499497e-02	-2.96626836e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.77328883e+04	6.96790568e-02	1.77328883e+04	2.53784042e-02	-2.62043420e-02	0.00000000e+00
1.15028662e-07	-2.30590925e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.05561379e-10	-1.15295462e-01	8.34879279e-02	-3.92777473e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.76930541e+04	9.22657875e-02	1.76930541e+04	2.53778528e-02	-2.62054931e-02	0.00000000e+00
1.46229340e-07	-2.30590850e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.75422102e-10	-1.15295425e-01	1.06141187e-01	-4.99348715e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.76340508e+04	1.17300652e-01	1.76340508e+04	2.53772419e-02	-2.62067709e-02	0.00000000e+00
1.80733537e-07	-2.30590701e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	6.41637909e-10	-1.15295351e-01	1.31189391e-01	-6.17185719e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.75494230e+04	1.44982200e-01	1.75494230e+04	2.53765639e-02	-2.62081902e-02	0.00000000e+00
2.18809674e-07	-2.30590403e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.37470180e-09	-1.15295202e-01	1.58799127e-01	-7.47071803e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.74241571e+04	1.75494517e-01	1.74241571e+04	2.53758132e-02	-2.62097642e-02	0.00000000e+00
2.60730246e-07	-2.30589867e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.75946088e-09	-1.15294933e-01	1.89098626e-01	-8.89610127e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.72220001e+04	2.08979311e-01	1.72220001e+04	2.53749806e-02	-2.62115058e-02	0.00000000e+00
