"Nu_Tilde"	"Pressure_Coefficient"	"Density"	"Laminar_Viscosity"	"Skin_Friction_Coefficient:0"	"Skin_Friction_Coefficient:1"	"Skin_Friction_Coefficient:2"	"Heat_Flux"	"Y_Plus"	"Eddy_Viscosity"	"Pressure"	"Velocity:0"	"Velocity:1"	"Velocity:2"	"vorticity:0"	"vorticity:1"	"vorticity:2"	"velocity_magnitude"	"vorticity_magnitude"	"Points:0"	"Points:1"	"Points:2"
1.20800880e-08	-8.37449729e-02	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.28516667e-14	-4.18724865e-02	6.34043524e-03	6.56778633e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.80515743e+03	6.37436093e-03	7.80515743e+03	7.39499986e-01	-3.17251310e-02	0.00000000e+00
0.00000000e+00	-8.37449655e-02	1.00000000e+00	1.66666567e-07	2.59096664e-03	2.68356263e-04	0.00000000e+00	-0.00000000e+00	1.76629052e-01	0.00000000e+00	-4.18724827e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.79203691e+03	0.00000000e+00	7.79203691e+03	7.39499927e-01	-3.17243151e-02	0.00000000e+00
2.51278554e-08	-8.37449580e-02	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.40600752e-13	-4.18724790e-02	1.31898234e-02	1.36627024e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.80987248e+03	1.32603972e-02	7.80987248e+03	7.39500105e-01	-3.17260064e-02	0.00000000e+00
3.92203283e-08	-8.37449729e-02	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.42793535e-12	-4.18724865e-02	2.05886010e-02	2.13266304e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.81432353e+03	2.06987619e-02	7.81432353e+03	7.39500165e-01	-3.17269526e-02	0.00000000e+00
5.44404983e-08	-8.37449729e-02	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	5.30060631e-12	-4.18724865e-02	2.85803415e-02	2.96046864e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.82623219e+03	2.87332611e-02	7.82623219e+03	7.39500284e-01	-3.17279771e-02	0.00000000e+00
7.08777819e-08	-8.37449729e-02	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.52274322e-11	-4.18724865e-02	3.72119248e-02	3.85454088e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.82700120e+03	3.74110255e-02	7.82700120e+03	7.39500403e-01	-3.17290798e-02	0.00000000e+00
8.86284965e-08	-8.37449655e-02	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	3.72212226e-11	-4.18724827e-02	4.65336479e-02	4.82008746e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.82396205e+03	4.67826210e-02	7.82396205e+03	7.39500523e-01	-3.17302719e-02	0.00000000e+00
1.07796382e-07	-8.37449580e-02	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	8.14269138e-11	-4.18724790e-02	5.65992184e-02	5.86266816e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.82559875e+03	5.69020422e-02	7.82559875e+03	7.39500642e-01	-3.17315571e-02	0.00000000e+00
1.28493085e-07	-8.37449357e-02	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.64302003e-10	-4.18724678e-02	6.74655735e-02	6.98817708e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.81783179e+03	6.78265305e-02	7.81783179e+03	7.39500821e-01	-3.17329429e-02	0.00000000e+00
1.50838815e-07	-8.37449506e-02	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	3.11769249e-10	-4.18724753e-02	7.91923404e-02	8.20278563e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.81221362e+03	7.96160315e-02	7.81221362e+03	7.39500940e-01	-3.17344479e-02	0.00000000e+00
