"Nu_Tilde"	"Pressure_Coefficient"	"Density"	"Laminar_Viscosity"	"Skin_Friction_Coefficient:0"	"Skin_Friction_Coefficient:1"	"Skin_Friction_Coefficient:2"	"Heat_Flux"	"Y_Plus"	"Eddy_Viscosity"	"Pressure"	"Velocity:0"	"Velocity:1"	"Velocity:2"	"vorticity:0"	"vorticity:1"	"vorticity:2"	"velocity_magnitude"	"vorticity_magnitude"	"Points:0"	"Points:1"	"Points:2"
1.30082034e-08	-1.73877731e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.72801752e-14	-8.69388655e-02	7.37579633e-03	5.87902730e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.07229879e+03	7.39918922e-03	9.07229879e+03	5.80349982e-01	-4.63911109e-02	0.00000000e+00
0.00000000e+00	-1.73877746e-01	1.00000000e+00	1.66666567e-07	3.01524275e-03	2.40282010e-04	0.00000000e+00	-0.00000000e+00	1.90261394e-01	0.00000000e+00	-8.69388729e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.08706150e+03	0.00000000e+00	9.08706150e+03	5.80349922e-01	-4.63902988e-02	0.00000000e+00
2.70367781e-08	-1.73877731e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	3.22473520e-13	-8.69388655e-02	1.53311221e-02	1.22199091e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.08096830e+03	1.53797453e-02	9.08096830e+03	5.80350041e-01	-4.63919900e-02	0.00000000e+00
4.21653894e-08	-1.73877701e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.90758694e-12	-8.69388506e-02	2.39111818e-02	1.90586760e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.07703202e+03	2.39870162e-02	9.07703202e+03	5.80350161e-01	-4.63929325e-02	0.00000000e+00
5.84797633e-08	-1.73877731e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.05747743e-12	-8.69388655e-02	3.31646055e-02	2.64340616e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.07436115e+03	3.32697859e-02	9.07436115e+03	5.80350220e-01	-4.63939533e-02	0.00000000e+00
7.60721264e-08	-1.73877716e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.02053495e-11	-8.69388580e-02	4.31435853e-02	3.43876565e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.08379188e+03	4.32804120e-02	9.08379188e+03	5.80350280e-01	-4.63950522e-02	0.00000000e+00
9.50416918e-08	-1.73877731e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	4.92165579e-11	-8.69388655e-02	5.39039373e-02	4.29639127e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.07332298e+03	5.40748873e-02	9.07332298e+03	5.80350399e-01	-4.63962369e-02	0.00000000e+00
1.15495148e-07	-1.73877731e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.07282988e-10	-8.69388655e-02	6.55049607e-02	5.22100739e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.08430924e+03	6.57126989e-02	9.08430924e+03	5.80350518e-01	-4.63975184e-02	0.00000000e+00
1.37547161e-07	-1.73877716e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.15677309e-10	-8.69388580e-02	7.80090243e-02	6.21758355e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.08543435e+03	7.82564132e-02	9.08543435e+03	5.80350578e-01	-4.63988930e-02	0.00000000e+00
1.61320941e-07	-1.73877701e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	4.07702649e-10	-8.69388506e-02	9.14807320e-02	7.29126204e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.06219048e+03	9.17708386e-02	9.06219048e+03	5.80350697e-01	-4.64003757e-02	0.00000000e+00
1.86948853e-07	-1.73877731e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.34279859e-10	-8.69388655e-02	1.05985172e-01	8.44722707e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.04273671e+03	1.06321270e-01	9.04273671e+03	5.80350876e-01	-4.64019813e-02	0.00000000e+00
2.14573063e-07	-1.73877716e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.27174071e-09	-8.69388580e-02	1.21585168e-01	9.69048124e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.02769503e+03	1.21970728e-01	9.02769503e+03	5.80350995e-01	-4.64037023e-02	0.00000000e+00
2.44346325e-07	-1.73877686e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.13253371e-09	-8.69388431e-02	1.38336629e-01	1.10254753e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	8.97856490e+03	1.38775300e-01	8.97856490e+03	5.80351114e-01	-4.64055650e-02	0.00000000e+00
2.76433241e-07	-1.73877686e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	3.47967788e-09	-8.69388431e-02	1.56281620e-01	1.24555519e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	8.90369701e+03	1.56777185e-01	8.90369701e+03	5.80351293e-01	-4.64075692e-02	0.00000000e+00
3.11011490e-07	-1.73877671e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	5.54588775e-09	-8.69388357e-02	1.75438017e-01	1.39821302e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	8.80286222e+03	1.75994311e-01	8.80286222e+03	5.80351472e-01	-4.64097336e-02	0.00000000e+00
3.48274170e-07	-1.73877642e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	8.65827321e-09	-8.69388208e-02	1.95785478e-01	1.56035777e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	8.64412548e+03	1.96406275e-01	8.64412548e+03	5.80351651e-01	-4.64120582e-02	0.00000000e+00
3.88432682e-07	-1.73877597e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.32692781e-08	-8.69387984e-02	2.17247739e-01	1.73138101e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	8.41737032e+03	2.17936569e-01	8.41737032e+03	5.80351830e-01	-4.64145690e-02	0.00000000e+00
4.31720537e-07	-1.73877567e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.99938555e-08	-8.69387835e-02	2.39673212e-01	1.91007257e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	8.11340353e+03	2.40433122e-01	8.11340353e+03	5.80352068e-01	-4.64172810e-02	0.00000000e+00
4.78397112e-07	-1.73877507e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.96514138e-08	-8.69387537e-02	2.62818187e-01	2.09449008e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.71106014e+03	2.63651453e-01	7.71106014e+03	5.80352306e-01	-4.64201942e-02	0.00000000e+00
5.28750888e-07	-1.73877418e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	4.33082619e-08	-8.69387090e-02	2.86341041e-01	2.28190925e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	7.20684848e+03	2.87248852e-01	7.20684848e+03	5.80352545e-01	-4.64233384e-02	0.00000000e+00
5.83099052e-07	-1.73877329e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	6.23113650e-08	-8.69386643e-02	3.09816003e-01	2.46893521e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	6.61329852e+03	3.10798198e-01	6.61329852e+03	5.80352783e-01	-4.64267246e-02	0.00000000e+00
