"Nu_Tilde"	"Pressure_Coefficient"	"Density"	"Laminar_Viscosity"	"Skin_Friction_Coefficient:0"	"Skin_Friction_Coefficient:1"	"Skin_Friction_Coefficient:2"	"Heat_Flux"	"Y_Plus"	"Eddy_Viscosity"	"Pressure"	"Velocity:0"	"Velocity:1"	"Velocity:2"	"vorticity:0"	"vorticity:1"	"vorticity:2"	"velocity_magnitude"	"vorticity_magnitude"	"Points:0"	"Points:1"	"Points:2"
1.35983527e-08	-2.28626743e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.06359300e-14	-1.14313371e-01	8.07341374e-03	4.86098899e-04	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.92360590e+03	8.08803447e-03	9.92360590e+03	4.82650042e-01	-5.32694422e-02	0.00000000e+00
0.00000000e+00	-2.28626758e-01	1.00000000e+00	1.66666567e-07	3.30053759e-03	1.98656242e-04	0.00000000e+00	-0.00000000e+00	1.98917493e-01	0.00000000e+00	-1.14313379e-01	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.92733771e+03	0.00000000e+00	9.92733771e+03	4.82649982e-01	-5.32686263e-02	0.00000000e+00
2.82614199e-08	-2.28626728e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	3.84990081e-13	-1.14313364e-01	1.67799182e-02	1.01030804e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.92051957e+03	1.68103057e-02	9.92051957e+03	4.82650101e-01	-5.32703176e-02	0.00000000e+00
4.40721202e-08	-2.28626728e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.27673653e-12	-1.14313364e-01	2.61687953e-02	1.57559465e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.92511293e+03	2.62161848e-02	9.92511293e+03	4.82650131e-01	-5.32712638e-02	0.00000000e+00
6.11196498e-08	-2.28626728e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	8.42059755e-12	-1.14313364e-01	3.62930261e-02	2.18514656e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.92065609e+03	3.63587487e-02	9.92065609e+03	4.82650220e-01	-5.32722846e-02	0.00000000e+00
7.94999480e-08	-2.28626728e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.40998922e-11	-1.14313364e-01	4.72094268e-02	2.84238183e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.92103835e+03	4.72949163e-02	9.92103835e+03	4.82650280e-01	-5.32733873e-02	0.00000000e+00
9.93161819e-08	-2.28626743e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	5.86817261e-11	-1.14313371e-01	5.89786470e-02	3.55094881e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.92803267e+03	5.90854469e-02	9.92803267e+03	4.82650340e-01	-5.32745756e-02	0.00000000e+00
1.20679260e-07	-2.28626728e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.27864400e-10	-1.14313364e-01	7.16649219e-02	4.31471365e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.92253863e+03	7.17946919e-02	9.92253863e+03	4.82650429e-01	-5.32758497e-02	0.00000000e+00
1.43708320e-07	-2.28626728e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.56938998e-10	-1.14313364e-01	8.53354931e-02	5.13771968e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.91873757e+03	8.54900143e-02	9.91873757e+03	4.82650489e-01	-5.32772280e-02	0.00000000e+00
1.68531358e-07	-2.28626728e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	4.85455509e-10	-1.14313364e-01	1.00059368e-01	6.02411712e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.90543297e+03	1.00240546e-01	9.90543297e+03	4.82650578e-01	-5.32787144e-02	0.00000000e+00
