"Nu_Tilde"	"Pressure_Coefficient"	"Density"	"Laminar_Viscosity"	"Skin_Friction_Coefficient:0"	"Skin_Friction_Coefficient:1"	"Skin_Friction_Coefficient:2"	"Heat_Flux"	"Y_Plus"	"Eddy_Viscosity"	"Pressure"	"Velocity:0"	"Velocity:1"	"Velocity:2"	"vorticity:0"	"vorticity:1"	"vorticity:2"	"velocity_magnitude"	"vorticity_magnitude"	"Points:0"	"Points:1"	"Points:2"
1.68340897e-08	-4.08295870e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	4.84659615e-14	-2.04147935e-01	1.22747133e-02	-1.68859924e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.51604934e+04	1.23903169e-02	1.51604934e+04	1.19109891e-01	-4.94648032e-02	0.00000000e+00
0.00000000e+00	-4.08295900e-01	1.00000000e+00	1.66666567e-07	5.00794873e-03	-6.88896340e-04	0.00000000e+00	-0.00000000e+00	2.46451914e-01	0.00000000e+00	-2.04147950e-01	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.51481459e+04	0.00000000e+00	1.51481459e+04	1.19110003e-01	-4.94639911e-02	0.00000000e+00
3.51282168e-08	-4.08295840e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	9.18951547e-13	-2.04147920e-01	2.56146193e-02	-3.52374953e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.51812269e+04	2.58558607e-02	1.51812269e+04	1.19109765e-01	-4.94656824e-02	0.00000000e+00
5.50040617e-08	-4.08295810e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	5.52350787e-12	-2.04147905e-01	4.01089750e-02	-5.51772863e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.51735045e+04	4.04867288e-02	1.51735045e+04	1.19109631e-01	-4.94666360e-02	0.00000000e+00
7.65930110e-08	-4.08295810e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	2.07643451e-11	-2.04147905e-01	5.58538586e-02	-7.68375956e-03	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.51549082e+04	5.63799049e-02	1.51549082e+04	1.19109489e-01	-4.94676754e-02	0.00000000e+00
1.00036758e-07	-4.08295780e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	6.04025996e-11	-2.04147890e-01	7.29520768e-02	-1.00359917e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.51529252e+04	7.36391651e-02	1.51529252e+04	1.19109325e-01	-4.94688042e-02	0.00000000e+00
1.25487958e-07	-4.08295780e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.49475529e-10	-2.04147890e-01	9.15123448e-02	-1.25893867e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.51509691e+04	9.23742491e-02	1.51509691e+04	1.19109154e-01	-4.94700298e-02	0.00000000e+00
1.53110804e-07	-4.08295780e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	3.30950573e-10	-2.04147890e-01	1.11647472e-01	-1.53594743e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.51353549e+04	1.12699030e-01	1.51353549e+04	1.19108967e-01	-4.94713560e-02	0.00000000e+00
1.83081696e-07	-4.08295751e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	6.75544343e-10	-2.04147875e-01	1.33470580e-01	-1.83618292e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.51025448e+04	1.34727698e-01	1.51025448e+04	1.19108766e-01	-4.94727977e-02	0.00000000e+00
2.15589949e-07	-4.08295751e-01	1.00000000e+00	1.66666567e-07	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.29591105e-09	-2.04147875e-01	1.57088250e-01	-2.16111243e-02	0.00000000e+00	0.00000000e+00	0.00000000e+00	1.50377234e+04	1.58567837e-01	1.50377234e+04	1.19108543e-01	-4.94743623e-02	0.00000000e+00
